store_nbr,store_name,chain_name,store_state,target,total_orders,total_items,total_brands,total_sales,total_qty,avg_invoice_value,sales_per_order,qty_per_order,items_per_order,brands_per_order
72141,STOP & SHOP #491 BAKERY,STOP & SHOP,MA,0,8,2,0,844.3542,11,76.75947273,105.544275,1.375,0.25,0
78309,STOP & SHOP #12 S.M.,STOP & SHOP,MA,0,19,2,1,723.82,20,36.191,38.09578947,1.052631579,0.105263158,0.052631579
72881,STOP & SHOP #608 BAKERY,STOP & SHOP,CT,0,12,2,0,1154.403,15,76.9602,96.20025,1.25,0.166666667,0
37377,0304 GIANT CRANE HIGHWAY,STOP & SHOP,MD,0,21,2,1,759.9885,21,36.18992857,36.18992857,1,0.095238095,0.047619048
37373,0325 SUPER GIANT DUNKIRK,STOP & SHOP,MD,0,30,2,1,1158.102,32,36.1906875,38.6034,1.066666667,0.066666667,0.033333333
37314,0358 GIANT RITCHIE,STOP & SHOP,MD,0,55,2,1,2279.9655,63,36.18992857,41.45391818,1.145454545,0.036363636,0.018181818
73591,STOP & SHOP #432 BAKERY,STOP & SHOP,MA,0,8,2,0,847.1142,11,77.01038182,105.889275,1.375,0.25,0
71951,STOP & SHOP #787 BAKERY,STOP & SHOP,MA,0,7,2,0,847.1142,11,77.01038182,121.0163143,1.571428571,0.285714286,0
37305,0362 GIANT FREDERICK ROAD,STOP & SHOP,MD,0,18,2,1,687.6115,19,36.19007895,38.20063889,1.055555556,0.111111111,0.055555556
71701,STOP & SHOP #721 BAKERY,STOP & SHOP,RI,0,13,2,0,1231.9152,16,76.9947,94.76270769,1.230769231,0.153846154,0
78404,STOP & SHOP #11 S.M.,STOP & SHOP,MA,0,33,2,1,1266.6375,35,36.18964286,38.38295455,1.060606061,0.060606061,0.03030303
37425,STOP & SHOP #656,STOP & SHOP,CT,0,69,4,1,3573.6225,82,44.1187963,51.79163043,1.188405797,0.057971014,0.014492754
37257,0135 GIANT INTERNATIONAL,STOP & SHOP,MD,0,24,2,1,977.1195,27,36.18961111,40.7133125,1.125,0.083333333,0.041666667
37544,STOP & SHOP #2813,STOP & SHOP,NJ,0,32,3,1,1923.1009,32,60.09690313,60.09690313,1,0.09375,0.03125
37112,STOP & SHOP/GU #523-MONROE,STOP & SHOP,NY,0,28,4,1,1768.2877,33,53.58447576,63.15313214,1.178571429,0.142857143,0.035714286
37477,STOP & SHOP #2505,STOP & SHOP,NY,0,26,3,1,1582.9614,28,56.53433571,60.88313077,1.076923077,0.115384615,0.038461538
37274,0743 GIANT WASHINGTON BLV,STOP & SHOP,VA,0,57,2,1,2460.908,68,36.18982353,43.17382456,1.192982456,0.035087719,0.01754386
37068,STOP & SHOP #866,STOP & SHOP,NJ,0,32,4,1,2071.0703,37,55.97487297,64.72094688,1.15625,0.125,0.03125
37287,0323 GIANT ELLIOT ROAD,STOP & SHOP,MD,0,14,2,1,506.679,14,36.19135714,36.19135714,1,0.142857143,0.071428571
37597,STOP & SHOP #2586,STOP & SHOP,NY,0,44,4,1,2488.1693,54,46.07720926,56.54930227,1.227272727,0.090909091,0.022727273
37311,0387 GIANT LIGHTHOUSE PLZ,STOP & SHOP,DE,0,58,2,1,2714.2575,75,38.22897887,46.7975431,1.293103448,0.034482759,0.017241379
74091,STOP & SHOP #64 BAKERY,STOP & SHOP,MA,0,8,2,0,921.8664,12,76.8222,115.2333,1.5,0.25,0
78347,STOP & SHOP #459 S.M.,STOP & SHOP,MA,0,6,1,1,217.131,6,36.1885,36.1885,1,0.166666667,0.166666667
37250,0778 GIANT WEST LEE,STOP & SHOP,VA,0,27,2,1,1085.695,30,36.18983333,40.21092593,1.111111111,0.074074074,0.037037037
37342,0243 GIANT STAFFORD,STOP & SHOP,VA,0,25,2,1,1013.338,28,36.19064286,40.53352,1.12,0.08,0.04
37217,0144 GIANT FULLERTON,STOP & SHOP,MD,0,13,2,1,470.4705,13,36.19003846,36.19003846,1,0.153846154,0.076923077
78411,STOP & SHOP #2422 S.M.,STOP & SHOP,MA,0,33,2,1,1302.846,36,36.19016667,39.48018182,1.090909091,0.060606061,0.03030303
37266,0198 GIANT FALLS RD.,STOP & SHOP,MD,0,10,2,1,361.915,10,36.1915,36.1915,1,0.2,0.1
37534,STOP & SHOP #606,STOP & SHOP,CT,0,50,4,1,2684.6504,55,48.81182545,53.693008,1.1,0.08,0.02
36822,GIANT FOODS #2744,STOP & SHOP,VA,0,20,2,1,796.177,22,36.18986364,39.80885,1.1,0.1,0.05
37278,0111 GIANT FREETOWN ROAD,STOP & SHOP,MD,0,42,2,1,1773.3065,49,36.18992857,42.22158333,1.166666667,0.047619048,0.023809524
78373,STOP & SHOP #412 S.M.,STOP & SHOP,MA,0,25,1,1,904.7225,25,36.1889,36.1889,1,0.04,0.04
37283,0747 GIANT RESTON PKWY,STOP & SHOP,VA,0,3,2,1,144.794,4,36.1985,48.26466667,1.333333333,0.666666667,0.333333333
37143,STOP & SHOP/GU #808-TRICITY PLAZA,STOP & SHOP,NJ,0,17,3,1,818.86,17,48.16823529,48.16823529,1,0.176470588,0.058823529
72201,STOP & SHOP #776 BAKERY,STOP & SHOP,MA,0,2,2,0,310.0488,4,77.5122,155.0244,2,1,0
73691,STOP & SHOP #9 BAKERY,STOP & SHOP,MA,0,2,2,0,310.0488,4,77.5122,155.0244,2,1,0
37554,STOP & SHOP #567,STOP & SHOP,NY,0,35,4,1,1822.2658,38,47.95436316,52.06473714,1.085714286,0.114285714,0.028571429
37354,STOP & SHOP #2580,STOP & SHOP,NY,0,47,3,1,3121.7788,49,63.70977143,66.42082553,1.042553191,0.063829787,0.021276596
63435,TOPS MARKETS #238,TOPS,NY,0,217,331,12,252967.2,5607,53.57204574,1165.747465,25.83870968,1.525345622,0.055299539
63830,TOPS PT #365,TOPS,NY,0,159,298,12,207813.44,4812,47.44599087,1307.002767,30.26415094,1.874213836,0.075471698
63295,TOPS MARKETS # 599,TOPS,NY,0,156,149,7,67634.77,1535,50.13696812,433.5562179,9.83974359,0.955128205,0.044871795
63466,TOPS MARKETS #522,TOPS,NY,0,213,319,12,267496.94,6017,48.80440431,1255.854178,28.24882629,1.497652582,0.056338028
63782,TOPS MARKETS #130,TOPS,NY,0,105,280,12,106794.17,2316,51.49188525,1017.087333,22.05714286,2.666666667,0.114285714
63457,TOPS MARKETS #431,TOPS,NY,0,166,322,12,182659.67,4055,53.26907845,1100.359458,24.42771084,1.939759036,0.072289157
63458,TOPS MARKETS #450,TOPS,NY,0,166,315,12,167643.88,3680,53.56034505,1009.902892,22.1686747,1.897590361,0.072289157
63403,TOPS MARKETS # 535,TOPS,NY,0,211,327,12,212707.22,4976,47.25776938,1008.09109,23.58293839,1.549763033,0.056872038
63292,TOPS MARKETS #435,TOPS,NY,0,158,296,12,205713.64,4581,50.90661717,1301.985063,28.99367089,1.873417722,0.075949367
63405,TOPS MARKETS #9,TOPS,NY,0,164,296,11,155673.81,3405,50.42883382,949.2305488,20.76219512,1.804878049,0.067073171
63837,TOPS PT #586,TOPS,NY,0,155,271,11,109341.31,2402,50.38770046,705.4278065,15.49677419,1.748387097,0.070967742
63453,TOPS MARKETS #417,TOPS,NY,0,154,317,12,254766.82,5705,54.34445819,1654.33,37.04545455,2.058441558,0.077922078
63793,TOPS MARKETS #677,TOPS,PA,0,159,233,11,92236.07,2126,46.04896156,580.1010692,13.37106918,1.465408805,0.06918239
63893,TOPS MARKETS #726,TOPS,NY,1,160,175,9,45161.4872,933,52.57449034,282.259295,5.83125,1.09375,0.05625
63409,TOPS MARKETS #41,TOPS,NY,0,227,333,12,275631.62,6011,56.11392915,1214.236211,26.48017621,1.466960352,0.052863436
63469,TOPS SUPERMARKET #542,TOPS,NY,0,30,205,11,22590.36,479,53.53165877,753.012,15.96666667,6.833333333,0.366666667
63759,TOPS MARKETS #650,TOPS,PA,0,158,321,12,180065.92,3982,54.12260896,1139.657722,25.20253165,2.03164557,0.075949367
63871,TOPS MARKETS #44,TOPS,NY,0,163,215,10,142699.15,3095,50.67441406,875.454908,18.98773006,1.319018405,0.061349693
63278,TOPS MARKETS #596,TOPS,NY,0,106,195,11,78787.9,1687,59.73305534,743.2820755,15.91509434,1.839622642,0.103773585
63781,TOPS MARKETS #451,TOPS,NY,0,156,259,11,80627.27,1782,49.52535012,516.8414744,11.42307692,1.66025641,0.070512821
63296,TOPS MARKETS # 531,TOPS,NY,0,215,325,12,230924.16,5496,46.39826401,1074.06586,25.5627907,1.511627907,0.055813953
63825,TOPS PT #368,TOPS,NY,0,159,309,12,181799.25,4049,51.35572034,1143.391509,25.46540881,1.943396226,0.075471698
63872,TOPS MARKETS #452,TOPS,NY,0,156,272,12,164073.7,3567,52.38623883,1051.754487,22.86538462,1.743589744,0.076923077
63816,TOPS PT #680,TOPS,PA,0,167,322,12,184935.63,4175,48.61609621,1107.398982,25,1.928143713,0.071856287
63780,TOPS MARKETS #233,TOPS,NY,0,158,309,12,120455.64,2708,48.82676936,762.3774684,17.13924051,1.955696203,0.075949367
63799,TOPS PT #273,TOPS,NY,0,155,195,11,62702.8,1448,46.17290133,404.5341935,9.341935484,1.258064516,0.070967742
63284,TOPS MARKETS #433,TOPS,NY,0,105,171,10,61006.38,1385,47.4388647,581.0131429,13.19047619,1.628571429,0.095238095
63832,TOPS MARKETS #360,TOPS,NY,0,119,316,12,116067.53,2556,49.51686433,975.357395,21.4789916,2.655462185,0.100840336
63288,TOPS MARKETS #428,TOPS,NY,0,155,300,12,148395.04,3262,50.97734112,957.3873548,21.04516129,1.935483871,0.077419355
63822,TOPS PT #362,TOPS,NY,0,156,312,12,193201.56,4387,47.70408889,1238.471538,28.12179487,2,0.076923077
63444,TOPS MARKETS #401,TOPS,NY,0,162,233,7,174011.56,3656,56.02432711,1074.145432,22.56790123,1.438271605,0.043209877
63413,TOPS MARKETS #119,TOPS,NY,0,215,328,12,263856.17,5829,52.59241977,1227.238,27.11162791,1.525581395,0.055813953
63281,TOPS MARKETS #416,TOPS,NY,0,169,325,12,176362.53,3930,52.36417162,1043.565266,23.25443787,1.923076923,0.071005917
63788,TOPS MARKETS #240,TOPS,NY,0,156,313,12,231735.5,5071,56.20555421,1485.483974,32.50641026,2.006410256,0.076923077
63823,TOPS PT #358,TOPS,NY,0,166,300,12,186722.59,4166,48.95715522,1124.83488,25.09638554,1.807228916,0.072289157
63884,TOPS MARKETS #716,TOPS,NY,1,159,206,8,51783.5456,1026,55.80123448,325.6826767,6.452830189,1.295597484,0.050314465
63803,TOPS PT #668,TOPS,PA,0,107,232,11,79567.47,1681,51.63365996,743.621215,15.71028037,2.168224299,0.102803738
63530,TOPS SUPERMARKET #57,TOPS,NY,0,33,13,4,2243.76,42,53.42285714,67.99272727,1.272727273,0.393939394,0.121212121
63798,TOPS PT #272,TOPS,NY,0,156,254,12,100164.12,2161,51.02604177,642.0776923,13.8525641,1.628205128,0.076923077
63294,TOPS MARKETS #620,TOPS,PA,0,154,140,6,57164.43,1271,46.28698785,371.1975974,8.253246753,0.909090909,0.038961039
63459,TOPS MARKETS #460,TOPS,NY,0,156,213,7,133800.18,2946,47.56494134,857.6934615,18.88461538,1.365384615,0.044871795
63796,TOPS PT #274,TOPS,NY,0,106,290,12,147623.4,3230,52.55372019,1392.673585,30.47169811,2.735849057,0.113207547
63870,TOPS MARKETS #453,TOPS,NY,0,160,275,11,197974.88,4456,51.94827604,1237.343,27.85,1.71875,0.06875
63445,TOPS MARKETS #403,TOPS,NY,0,160,328,12,191614.54,4093,56.87579104,1197.590875,25.58125,2.05,0.075
63592,TOPS MARKETS #213,TOPS,NY,0,168,322,12,216916.35,4639,56.2105079,1291.16875,27.61309524,1.916666667,0.071428571
63428,TOPS MARKETS #224,TOPS,NY,0,186,328,12,206419.09,4569,55.45918592,1109.780054,24.56451613,1.76344086,0.064516129
63408,TOPS MARKETS #38,TOPS,NY,0,159,326,12,195761.13,4289,53.1670641,1231.202075,26.97484277,2.050314465,0.075471698
63449,TOPS MARKETS #412,TOPS,NY,0,163,318,12,218082.68,4978,47.95133685,1337.930552,30.5398773,1.950920245,0.073619632
63751,TOPS MARKETS #601,TOPS,PA,0,156,322,12,179419.56,3875,54.91875115,1150.125385,24.83974359,2.064102564,0.076923077
63885,TOPS MARKETS #717,TOPS,NY,1,112,147,9,25557.4042,519,50.40908126,228.1911089,4.633928571,1.3125,0.080357143
63441,TOPS MARKETS #249,TOPS,NY,0,160,326,12,250123.23,5601,53.55957816,1563.270187,35.00625,2.0375,0.075
63421,TOPS MARKETS #209,TOPS,NY,0,166,318,12,165192.58,3618,50.8441305,995.1360241,21.79518072,1.915662651,0.072289157
63829,TOPS MARKETS #585,TOPS,NY,0,181,326,12,174384.89,3933,47.20760422,963.4524309,21.72928177,1.801104972,0.066298343
63797,TOPS #278,TOPS,NY,0,156,181,11,51342.07,1158,45.59686501,329.1158333,7.423076923,1.16025641,0.070512821
63881,TOPS MARKETS #710,TOPS,NY,1,163,235,13,69262.6515,1489,49.15731121,424.9242423,9.134969325,1.441717791,0.079754601
63876,TOPS MARKETS #700,TOPS,NY,1,168,219,8,66323.7302,1312,55.54751273,394.7841083,7.80952381,1.303571429,0.047619048
63429,TOPS MARKETS #226,TOPS,NY,0,188,316,12,208184.57,4600,52.97317303,1107.364734,24.46808511,1.680851064,0.063829787
63434,TOPS MARKETS #237,TOPS,NY,0,174,314,12,203416.95,4477,54.21560501,1169.062931,25.72988506,1.804597701,0.068965517
63418,TOPS MARKETS #206,TOPS,NY,0,161,328,12,173874.92,3875,51.5032346,1079.968447,24.06832298,2.037267081,0.074534161
63813,TOPS PT #576,TOPS,NY,0,155,286,12,88740.02,2061,45.25243243,572.5162581,13.29677419,1.84516129,0.077419355
63886,TOPS STORE #719,TOPS,NY,1,136,203,10,41272.0327,878,49.25063568,303.4708287,6.455882353,1.492647059,0.073529412
63874,TOPS MARKETS #70,TOPS,NY,0,104,105,7,44430.37,983,47.4176841,427.2150962,9.451923077,1.009615385,0.067307692
63818,TOPS PT #565,TOPS,NY,0,155,301,12,112301.39,2477,51.04608636,724.5250968,15.98064516,1.941935484,0.077419355
63860,TOPS PT #754,TOPS,NY,0,104,127,6,26340.66,599,45.7303125,253.2755769,5.759615385,1.221153846,0.057692308
63531,TOPS SUPERMARKET #76,TOPS,NY,0,155,141,7,64123.11,1376,50.4906378,413.6974839,8.877419355,0.909677419,0.04516129
63411,TOPS MARKETS #49,TOPS,NY,0,220,332,12,430994.61,9336,62.79059003,1959.066409,42.43636364,1.509090909,0.054545455
63899,TOPS MARKETS #373,TOPS,NY,0,110,226,8,115874.12,2523,49.88123978,1053.401091,22.93636364,2.054545455,0.072727273
63841,TOPS PT #369,TOPS,NY,0,158,259,8,118962.4,2633,49.03643858,752.9265823,16.66455696,1.639240506,0.050632911
63806,TOPS PT #672,TOPS,PA,0,106,228,11,95668.11,2151,48.07442714,902.5293396,20.29245283,2.150943396,0.103773585
63293,TOPS MARKETS #32 SANBORN,TOPS,NY,0,106,112,7,53566.42,1230,46.74207679,505.3435849,11.60377358,1.056603774,0.066037736
63431,TOPS MARKETS #228,TOPS,NY,0,166,319,12,181768.19,3941,52.74758851,1094.989096,23.74096386,1.921686747,0.072289157
63800,TOPS PT #271,TOPS,NY,0,170,178,11,50108.44,1178,43.19693103,294.7555294,6.929411765,1.047058824,0.064705882
63410,TOPS MARKETS #42,TOPS,NY,0,165,311,12,144677.46,3193,48.77864464,876.8330909,19.35151515,1.884848485,0.072727273
63432,TOPS MARKETS #232,TOPS,NY,0,214,327,12,353557.15,7633,58.39094137,1652.136215,35.6682243,1.528037383,0.056074766
63419,TOPS MARKETS #207,TOPS,NY,0,168,322,12,154029.04,3378,50.8850479,916.8395238,20.10714286,1.916666667,0.071428571
63795,TOPS #270,TOPS,NY,0,169,279,12,81320.04,1875,45.10262895,481.1836686,11.09467456,1.650887574,0.071005917
63790,TOPS MARKETS #268,TOPS,NY,0,214,331,12,259218.5,5754,53.1403239,1211.301402,26.88785047,1.546728972,0.056074766
63812,TOPS PT #566,TOPS,NY,0,160,310,12,199972.75,4437,48.05882,1249.829687,27.73125,1.9375,0.075
63436,TOPS MARKETS #239,TOPS,NY,0,267,321,12,395960.8,8749,54.39769199,1482.999251,32.76779026,1.202247191,0.04494382
63468,TOPS MARKETS #539,TOPS,NY,0,217,323,12,250974.14,5579,55.43939474,1156.562857,25.70967742,1.488479263,0.055299539
63890,TOPS MARKETS #723,TOPS,NY,1,155,199,11,43226.9399,876,54.1013015,278.8834832,5.651612903,1.283870968,0.070967742
63794,TOPS PT #279,TOPS,NY,0,106,209,11,80369.01,1824,47.83869643,758.1982075,17.20754717,1.971698113,0.103773585
63887,TOPS MARKETS #720,TOPS,NY,1,215,265,13,101878.8278,2099,58.18322547,473.855013,9.762790698,1.23255814,0.060465116
63439,TOPS MARKETS #247,TOPS,NY,0,174,322,12,194620.65,4311,53.49660528,1118.509483,24.77586207,1.850574713,0.068965517
63895,TOPS MARKETS #741,TOPS,VT,1,164,208,8,51416.1669,1059,51.4161669,313.5132128,6.457317073,1.268292683,0.048780488
63454,TOPS MARKETS #418,TOPS,NY,0,213,333,12,398863.1,8531,61.86801613,1872.596714,40.05164319,1.563380282,0.056338028
63791,TOPS PT #676,TOPS,PA,0,156,287,12,104432.65,2395,46.80979381,669.4400641,15.3525641,1.83974359,0.076923077
63406,TOPS MARKETS #22,TOPS,NY,0,162,325,12,205616.18,4483,55.40721638,1269.235679,27.67283951,2.00617284,0.074074074
63437,TOPS MARKETS #245,TOPS,NY,0,220,328,12,291614.89,6521,52.71418836,1325.522227,29.64090909,1.490909091,0.054545455
63420,TOPS MARKETS #108,TOPS,NY,0,278,334,12,417271.83,9178,57.39640028,1500.977806,33.01438849,1.201438849,0.043165468
63805,TOPS PT #671,TOPS,PA,0,98,118,6,19088.53,390,50.36551451,194.7809184,3.979591837,1.204081633,0.06122449
63423,TOPS MARKETS #212,TOPS,NY,0,224,315,12,325673.63,6843,65.59388318,1453.900134,30.54910714,1.40625,0.053571429
63878,TOPS STORE #702,TOPS,NY,1,137,175,9,33755.0333,710,49.34946389,246.3871044,5.182481752,1.277372263,0.065693431
63811,TOPS PT #277,TOPS,NY,0,156,257,12,90822.73,2002,48.77697637,582.1969872,12.83333333,1.647435897,0.076923077
63801,TOPS PT #670,TOPS,PA,0,155,314,12,131947.29,3014,47.1914485,851.2728387,19.44516129,2.025806452,0.077419355
63826,TOPS PT #361,TOPS,NY,0,163,326,12,220317.19,4870,54.22524982,1351.639202,29.87730061,2,0.073619632
63778,TOPS MARKETS #432,TOPS,NY,0,166,312,12,189508.93,4203,52.37947208,1141.62006,25.31927711,1.879518072,0.072289157
63532,TOPS SUPERMARKET #33,TOPS,NY,0,157,296,11,233749.26,5215,49.76565042,1488.84879,33.21656051,1.885350318,0.070063694
63814,TOPS PT #578,TOPS,NY,0,165,324,12,224248.99,4913,53.11439839,1359.084788,29.77575758,1.963636364,0.072727273
63464,TOPS MARKETS #520,TOPS,NY,0,218,313,12,241105.08,5297,54.7219882,1105.986606,24.29816514,1.435779817,0.055045872
63831,TOPS PT #367,TOPS,NY,0,156,227,12,147854.78,3356,51.57125218,947.7870513,21.51282051,1.455128205,0.076923077
63414,TOPS MARKETS #131,TOPS,NY,0,180,275,8,234446.22,4804,65.05167037,1302.479,26.68888889,1.527777778,0.044444444
63786,TOPS MARKETS #250,TOPS,NY,0,166,232,7,182473.05,3915,50.36518079,1099.235241,23.58433735,1.397590361,0.042168675
63289,TOPS MARKETS #603,TOPS,PA,0,106,319,12,128260.34,2836,52.86906018,1210.003208,26.75471698,3.009433962,0.113207547
63820,TOPS PT #366,TOPS,NY,0,160,307,12,156957.89,3633,46.45098846,980.9868125,22.70625,1.91875,0.075
63809,TOPS PT #276,TOPS,NY,0,165,316,12,224569.15,4988,54.10001205,1361.025152,30.23030303,1.915151515,0.072727273
63422,TOPS MARKETS #210,TOPS,NY,0,161,311,12,176320.73,3735,53.57664236,1095.159814,23.19875776,1.931677019,0.074534161
63280,TOPS MARKETS #598,TOPS,NY,0,156,210,11,97367.61,2117,51.70876792,624.1513462,13.57051282,1.346153846,0.070512821
63836,TOPS PT #574,TOPS,NY,0,108,233,11,90314.35,1908,57.93094933,836.2439815,17.66666667,2.157407407,0.101851852
63840,TOPS PT #669,TOPS,PA,0,104,236,11,88132.75,1758,87.43328373,847.4302885,16.90384615,2.269230769,0.105769231
63476,TOPS MARKETS #264,TOPS,NY,0,160,330,12,223351.63,4929,53.97574432,1395.947688,30.80625,2.0625,0.075
63892,TOPS MARKETS #725,TOPS,NY,1,173,251,13,51610.9132,1111,48.32482509,298.328978,6.421965318,1.450867052,0.075144509
63274,TOPS MARKETS #594,TOPS,NY,0,155,161,8,73344.65,1505,51.50607444,473.1912903,9.709677419,1.038709677,0.051612903
63792,TOPS PT #678,TOPS,PA,0,155,167,10,60729.52,1336,46.71501538,391.8033548,8.619354839,1.077419355,0.064516129
63277,TOPS MARKETS #595,TOPS,NY,0,104,97,5,29856.9,627,50.34890388,287.0855769,6.028846154,0.932692308,0.048076923
63400,TOPS MARKETS HQ'S #938,TOPS,NY,0,4,7,0,456.26,19,50.69555556,114.065,4.75,1.75,0
63833,TOPS PT #359,TOPS,NY,0,155,323,12,142946.33,3183,48.57163778,922.2343871,20.53548387,2.083870968,0.077419355
63460,TOPS MARKETS #504,TOPS,NY,0,216,326,12,208379.54,4598,51.75845504,964.7200926,21.28703704,1.509259259,0.055555556
63424,TOPS MARKETS #215,TOPS,NY,0,158,311,12,242572.45,5377,56.16403103,1535.268671,34.03164557,1.96835443,0.075949367
63889,TOPS MARKETS #722,TOPS,NY,1,165,198,8,53744.2519,1090,50.70212443,325.7227388,6.606060606,1.2,0.048484848
63425,TOPS MARKETS #220,TOPS,NY,0,240,332,12,373989.36,8107,64.18214519,1558.289,33.77916667,1.383333333,0.05
63533,TOPS SUPERMARKET #214,TOPS,NY,0,213,330,12,349957.12,7646,59.43565217,1642.991174,35.89671362,1.549295775,0.056338028
63450,TOPS MARKETS #413,TOPS,NY,0,215,317,12,253799.41,5584,53.42020838,1180.462372,25.97209302,1.474418605,0.055813953
63440,TOPS MARKETS #248,TOPS,NY,0,158,325,12,193846.54,4149,53.05050356,1226.876835,26.25949367,2.056962025,0.075949367
63821,TOPS PT #357,TOPS,NY,0,211,332,12,246305.72,5508,50.79515776,1167.325687,26.1042654,1.573459716,0.056872038
63430,TOPS MARKETS #227,TOPS,NY,0,224,328,12,273180.56,6051,55.92232549,1219.556071,27.01339286,1.464285714,0.053571429
63810,TOPS PT #275,TOPS,NY,0,105,305,12,126661.92,2822,49.90619385,1206.304,26.87619048,2.904761905,0.114285714
63891,TOPS MARKETS #724,TOPS,NY,1,162,243,13,60129.4683,1246,49.53003979,371.1695574,7.691358025,1.5,0.080246914
63433,TOPS MARKETS #236,TOPS,NY,0,268,337,12,440366.48,9717,57.36926524,1643.158507,36.25746269,1.257462687,0.044776119
63534,TOPS SUPERMARKET #530,TOPS,NY,0,175,318,12,88822.65,2019,46.74876316,507.558,11.53714286,1.817142857,0.068571429
63882,TOPS MARKETS #712,TOPS,NY,1,165,217,12,45732.9742,971,50.2560156,277.1695406,5.884848485,1.315151515,0.072727273
63839,TOPS MARKETS #667,TOPS,PA,0,107,203,11,64105.96,1377,52.54586885,599.1211215,12.86915888,1.897196262,0.102803738
63438,TOPS MARKETS #246,TOPS,NY,0,164,314,12,169783.95,3764,53.20712943,1035.267988,22.95121951,1.914634146,0.073170732
63412,TOPS MARKETS #118,TOPS,NY,0,267,334,12,432825.12,9742,53.74706569,1621.067865,36.48689139,1.25093633,0.04494382
63529,TOPS SUPERMARKET #11,TOPS,NY,0,262,333,12,441046.14,9608,59.60082973,1683.382214,36.67175573,1.270992366,0.045801527
63896,TOPS MARKETS #742,TOPS,VT,1,160,208,9,59519.6154,1223,51.08979863,371.9975963,7.64375,1.3,0.05625
63888,TOPS MARKETS #721,TOPS,NY,1,166,176,9,50345.5653,1012,51.06041105,303.286538,6.096385542,1.060240964,0.054216867
63749,TOPS FRANCHISE #115,TOPS,NY,0,258,324,12,303877.4649,6452,55.87009835,1177.819631,25.00775194,1.255813953,0.046511628
63828,TOPS PT #363,TOPS,NY,0,163,328,12,234892.76,5450,49.8816649,1441.059877,33.43558282,2.012269939,0.073619632
63802,TOPS PT #665,TOPS,PA,0,217,319,12,282445.87,6244,57.84269302,1301.593871,28.77419355,1.470046083,0.055299539
63753,TOPS MARKETS #610,TOPS,PA,0,163,284,12,119004.77,2639,48.95301111,730.0906135,16.19018405,1.742331288,0.073619632
63283,TOPS MARKETS #540,TOPS,NY,0,156,260,10,107891.25,2476,47.03193112,691.6105769,15.87179487,1.666666667,0.064102564
63402,TOPS MARKETS # 533,TOPS,NY,0,209,283,11,210567.67,4844,46.33971611,1007.500813,23.17703349,1.354066986,0.052631579
63416,TOPS MARKETS #202,TOPS,NY,0,167,333,12,248358.8,5322,60.44263811,1487.178443,31.86826347,1.994011976,0.071856287
63442,TOPS MARKETS #261,TOPS,NY,0,226,306,12,260272.27,5785,56.85283311,1151.647212,25.59734513,1.353982301,0.053097345
63285,TOPS STORE #39,TOPS,NY,0,156,132,7,64225.42,1436,47.50400888,411.7014103,9.205128205,0.846153846,0.044871795
63297,TOPS MARKETS # 532,TOPS,NY,0,219,314,12,191176.81,4632,44.5425932,872.9534703,21.15068493,1.433789954,0.054794521
63524,TOPS MARKETS #262,TOPS,NY,0,109,132,7,79436.78,1740,55.86271449,728.7777982,15.96330275,1.211009174,0.064220183
63273,TOPS STORE #374,TOPS,NY,0,155,232,11,80953.05,1760,50.50096694,522.2777419,11.35483871,1.496774194,0.070967742
63282,TOPS MARKETS #429,TOPS,NY,0,163,300,11,228654.53,4824,57.13506497,1402.788528,29.59509202,1.840490798,0.067484663
30566,WEIS #83,WEIS,PA,0,268,166,16,71231.1574,1538,46.95527844,265.7879007,5.73880597,0.619402985,0.059701493
30641,WEIS #178,WEIS,MD,0,439,181,16,121360.5585,2720,47.24038867,276.4477415,6.195899772,0.412300683,0.036446469
30603,WEIS #138,WEIS,PA,0,462,176,16,150042.2526,3359,47.21279188,324.7667805,7.270562771,0.380952381,0.034632035
30709,WEIS #272,WEIS,DE,0,440,162,16,118021.1118,2568,48.19155239,268.2297995,5.836363636,0.368181818,0.036363636
30684,WEIS #217,WEIS,NY,0,87,69,12,7393.9245,224,33.30596622,84.98763793,2.574712644,0.793103448,0.137931034
30668,WEIS #197,WEIS,PA,0,44,36,9,3149.9707,93,33.87065269,71.59024318,2.113636364,0.818181818,0.204545455
30771,WEIS #225,WEIS,PA,0,91,79,12,8087.622,241,34.12498734,88.87496703,2.648351648,0.868131868,0.131868132
30643,WEIS #180,WEIS,MD,0,508,233,21,197819.762,4604,46.16563874,389.4089803,9.062992126,0.458661417,0.041338583
30613,WEIS #149,WEIS,MD,0,340,207,20,94771.4135,2163,47.05631256,278.7394515,6.361764706,0.608823529,0.058823529
30633,WEIS #171,WEIS,PA,0,25,11,2,1116.8236,30,37.22745333,44.672944,1.2,0.44,0.08
30746,WEIS #293,WEIS,MD,0,16,8,2,893.6578,24,37.23574167,55.8536125,1.5,0.5,0.125
30560,WEIS #77,WEIS,PA,0,516,189,16,172445.621,3870,47.4272885,334.1969399,7.5,0.36627907,0.031007752
30680,WEIS #214,WEIS,NY,0,99,74,12,10807.6028,313,35.66865611,109.1677051,3.161616162,0.747474747,0.121212121
30730,WEIS #283,WEIS,MD,0,273,122,8,75577.381,1636,50.01812111,276.8402234,5.992673993,0.446886447,0.029304029
30808,WEIS MARKETS #93,WEIS,MD,0,88,167,19,22169.3596,525,43.81296364,251.9245409,5.965909091,1.897727273,0.215909091
